"ubicacion","lat","lon","cant_dorms","cant_banos","antiguedad","expensas","precio","precio_moneda","sup_cub","sup_des","href","sup_total","ambientes","fuente"
"m de cervantes 1800",-34.62243,-58.50847,3,3,40,6000,95000,"$",120,20,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-santa-rita-4-ambientes--9760585",140,4,"argenprop"
"av gral juan m de pueyrredon 1900, piso 3",-34.58871,-58.39921,1,1,,4500,32000,"$",31,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte--5099543",31,2,"argenprop"
"mendoza 3000",-34.56479,-58.46399,0,1,,,400,"USD",34,3,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-1-ambiente--10629941",37,1,"argenprop"
"charcas 4600",-34.58162,-58.42576,0,1,9,7500,35000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-1-ambiente--10701793",30,1,"argenprop"
"billinghurst al 2400",-34.58453,-58.40491,1,1,35,7200,32000,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--10357381",45,2,"argenprop"
"pichincha 900, piso 2",-34.6202,-58.39857,0,1,12,5000,35000,"$",40,2,"https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--10678039",42,1,"argenprop"
"rio de janeiro 900, piso 7",-34.60493,-58.43135,2,1,15,12000,60000,"$",50,5,"https://www.argenprop.com/departamento-en-alquiler-en-parque-centenario-3-ambientes--10059660",55,3,"argenprop"
"superi 1400",-34.57388,-58.46044,2,1,29,7656,49000,"$",51,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-3-ambientes--10688847",51,3,"argenprop"
"bdier gral j zapiola 2600, piso 1",-34.56095,-58.46753,1,1,8,6000,50000,"$",52,10,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-2-ambientes--10383373",62,2,"argenprop"
"la pampa 2900, piso 6",-34.56757,-58.4587,1,1,12,7500,45000,"$",50,4,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-2-ambientes--5581684",54,2,"argenprop"
"fonrouge 200",-34.64131,-58.51334,1,1,5,7300,45000,"$",49,13,"https://www.argenprop.com/departamento-en-alquiler-en-liniers-2-ambientes--10700545",62,2,"argenprop"
"sucre, antonio j. de 1400",-34.55802,-58.4453,1,1,60,5000,30000,"$",35,6,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10689673",41,2,"argenprop"
"juana manso 1500, piso 6",-34.61636,-58.36177,2,2,18,25000,178000,"$",86,0,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-3-ambientes--10231031",86,3,"argenprop"
"juana manso 1500, piso 6",-34.61636,-58.36177,2,2,18,25000,178000,"$",86,0,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-3-ambientes--10231031",86,3,"argenprop"
"alvear  n°1535 -piso  6",-34.59017,-58.38513,2,2,,32000,1200,"USD",135,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--8402670",135,3,"argenprop"
"sucre al 1900 - piso 8",-34.56149,-58.4508,1,1,,,900,"USD",46,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--8112866",46,2,"argenprop"
"castro barros 300, piso 6",-34.61609,-58.42012,2,1,50,5000,45000,"$",65,5,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--10701243",70,3,"argenprop"
"av b rivadavia 5800, piso 9",-34.62303,-58.44737,1,1,10,7000,38000,"$",42,3,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10701026",45,2,"argenprop"
"nueva york 3800",-34.59914,-58.50984,7,,80,,,"",322,300,"https://www.argenprop.com/casa-en-alquiler-en-villa-devoto-8-ambientes--10701238",622,8,"argenprop"
"chorroarin  1200, piso 6",-34.58479,-58.46967,0,1,2,5000,29000,"$",36,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-ortuzar--10157649",39,1,"argenprop"
"quesada 2300",-34.55378,-58.46214,3,1,45,9000,75000,"$",62,0,"https://www.argenprop.com/departamento-en-alquiler-en-nunez-4-ambientes--10455260",62,4,"argenprop"
"j de amenabar 1600, piso 2",-34.56723,-58.45522,0,1,40,5000,22000,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--6608300",25,1,"argenprop"
"av dr juan bautista justo 7600, piso 7",-34.63057,-58.49649,1,1,35,3600,30000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-velez-sarsfield-2-ambientes--6377370",35,2,"argenprop"
"avenida las heras 2000",-34.59032,-58.39384,0,,20,9000,32000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--10691144",40,1,"argenprop"
"jean jaures al 1100",-34.59624,-58.40647,1,1,40,4500,28000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--9512783",40,2,"argenprop"
"magariños cervantes 3100",-34.61329,-58.48239,0,,15,6500,29000,"$",34,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-santa-rita-1-ambiente--10680593",34,1,"argenprop"
"ibera 2300, piso 4",-34.55328,-58.46375,0,,14,8800,33500,"$",37,3,"https://www.argenprop.com/departamento-en-alquiler-en-nunez-1-ambiente--8051457",40,1,"argenprop"
"av san martin 1800, piso 3",-34.60546,-58.45484,1,1,,8300,25000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10405746",35,2,"argenprop"
"combatientes de malvinas 3600, piso 3",-34.57768,-58.47739,2,1,45,8500,55000,"$",61,7,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-3-ambientes--10405886",68,3,"argenprop"
"rivadavia 5400, piso 4",-34.6212,-58.44227,1,,,4500,33000,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--8998425",45,2,"argenprop"
"av san martin 1800, piso 10",-34.60546,-58.45484,1,1,,8300,27000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10701193",35,2,"argenprop"
"zapata 100, piso 8",-34.57555,-58.43771,1,,2,12000,48000,"$",43,8,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-2-ambientes--10680772",51,2,"argenprop"
"miro al 200",-34.62666,-58.44873,3,1,35,13000,55000,"$",72,10,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-4-ambientes--10701177",82,4,"argenprop"
"dr c argerich 3000, piso 3",-34.60162,-58.49113,0,1,4,5600,36000,"$",38,8,"https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-1-ambiente--10629248",46,1,"argenprop"
"av cabildo 3000, piso 2",-34.55464,-58.46345,1,1,45,5500,32000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-nunez-2-ambientes--10438037",35,2,"argenprop"
"av cabildo 3000, piso 2",-34.55464,-58.46345,1,,45,5500,32000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10437957",35,2,"argenprop"
"g espinosa 100, piso 6",-34.62138,-58.44624,1,1,5,13000,40000,"$",46,4,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10529099",50,2,"argenprop"
"s caboto 400",-34.62749,-58.36071,1,1,3,5000,39000,"$",42,4,"https://www.argenprop.com/departamento-en-alquiler-en-boca--4859909",46,2,"argenprop"
"parera 100",,,2,1,50,29000,80000,"$",94,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--9989040",94,3,"argenprop"
"del libertador, avda. 1000",-34.5863,-58.38705,3,2,50,35000,1000,"USD",200,70,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--7906284",270,4,"argenprop"
"terrada al 4800",-34.58409,-58.50227,1,1,2,6500,40000,"$",44,6,"https://www.argenprop.com/departamento-en-alquiler-en-villa-pueyrredon-2-ambientes--10692370",50,2,"argenprop"
"juan bautista alberdi al 1200",-34.62411,-58.44516,1,1,8,12200,38000,"$",47,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10701115",47,2,"argenprop"
"mansilla al 3300",-34.59256,-58.4124,3,1,5,25000,85000,"$",67,27,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--10701108",94,4,"argenprop"
"cnel j moldes 2400, piso 1",-34.56107,-58.4618,1,1,40,8260,38000,"$",46,6,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-2-ambientes--10700981",52,2,"argenprop"
"marta lynch 400",-34.61005,-58.36138,3,4,6,,4000,"USD",171,0,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-4-ambientes--10701075",171,4,"argenprop"
"vera peñaloza rosario  n°300 -piso  23",-34.61799,-58.36188,3,3,,,6000,"USD",187,65,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-4-ambientes--8402450",252,4,"argenprop"
"matienzo al 1600",-34.56726,-58.43335,1,1,40,5000,27000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--9933275",35,2,"argenprop"
"la rioja al 400",-34.6155,-58.40826,0,1,80,,77000,"$",120,80,"https://www.argenprop.com/casa-en-alquiler-en-balvanera-4-ambientes--7751200",200,1,"argenprop"
"av f beiro 4300",-34.60651,-58.51283,1,1,40,5000,34000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--10564597",40,2,"argenprop"
"matheu al 1100",-34.62206,-58.39957,0,1,35,7000,25000,"$",35,1,"https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--10701052",36,1,"argenprop"
"pres jose e uriburu 400, piso 5",-34.60403,-58.39815,1,1,70,3800,27000,"$",43,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10701022",43,2,"argenprop"
"pinzon 400",-34.63417,-58.36076,1,,,,22000,"$",27,0,"https://www.argenprop.com/ph-en-alquiler-en-boca-2-ambientes--10342238",27,2,"argenprop"
"tucuman 3600, piso 2",-34.59903,-58.41724,1,1,60,2200,19000,"$",37,0,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--10678704",37,2,"argenprop"
"galicia 3300 , piso 1",-34.62123,-58.48085,2,,55,,38000,"$",58,6,"https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-3-ambientes--10680625",64,3,"argenprop"
"posadas  n°1500",-34.58734,-58.38767,3,2,35,,1900,"USD",190,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--9782285",190,4,"argenprop"
"cnel j moldes 2200, piso 1",-34.62186,-58.5201,1,1,60,4100,30000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--6086830",40,2,"argenprop"
"quesada 5100, piso 5",-34.56858,-58.49028,0,1,7,4917,33500,"$",32,6,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-1-ambiente--10455178",38,1,"argenprop"
"quintino bocayuva 900",-34.62343,-58.42175,2,1,60,,75000,"$",115,0,"https://www.argenprop.com/ph-en-alquiler-en-boedo-3-ambientes--10475913",115,3,"argenprop"
"malabia 2400, piso 4",-34.58524,-58.4188,0,1,35,14000,20000,"$",39,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-1-ambiente--10700954",39,1,"argenprop"
"azcuenaga 700",-34.6001,-58.4008,2,1,50,6000,50000,"$",61,0,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--10240840",61,3,"argenprop"
"perez, roque 3400, piso 1",-34.55629,-58.47758,3,1,23,,80000,"$",89,13,"https://www.argenprop.com/departamento-en-alquiler-en-coghlan-4-ambientes--10700961",102,4,"argenprop"
"cordoba 3400",-34.59777,-58.41571,0,1,40,7200,17000,"$",28,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--9013095",28,1,"argenprop"
"bartolome mitre 3100",-34.60943,-58.41088,6,5,1,,260000,"$",272,0,"https://www.argenprop.com/ph-en-alquiler-en-almagro-5-ambientes--8439468",272,7,"argenprop"
"bartolome mitre 3100",-34.60943,-58.41088,6,5,1,,135000,"$",170,0,"https://www.argenprop.com/ph-en-alquiler-en-almagro-5-ambientes--8439464",170,7,"argenprop"
"alvarez, julian 600",-34.59897,-58.43349,0,1,6,6800,36900,"$",35,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--10328819",38,1,"argenprop"
"franklin d. roosevelt 1800, piso 1",-34.55463,-58.45579,0,1,7,5000,33000,"$",31,3,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10169537",34,1,"argenprop"
"av. independencia 3000, piso 3",-34.62012,-58.40901,0,1,,6000,33000,"$",38,4,"https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--10700919",42,1,"argenprop"
"carlos gardel 3100, piso 7",,,0,1,,5300,18000,"$",44,0,"https://www.argenprop.com/departamento-en-alquiler-en-abasto-1-ambiente--9145148",44,1,"argenprop"
"corrientes 3800",,,2,1,40,12000,65000,"$",86,0,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--10475861",86,3,"argenprop"
"thames 2000",-34.58488,-58.42674,3,2,70,,120000,"$",120,0,"https://www.argenprop.com/ph-en-alquiler-en-palermo-4-ambientes--9027540",120,4,"argenprop"
"av f de olazabal 3600, piso 4",-34.56757,-58.47054,2,1,47,6000,48000,"$",58,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-3-ambientes--10608552",58,3,"argenprop"
"viamonte 600",-34.59967,-58.37637,1,1,40,6800,27000,"$",36,0,"https://www.argenprop.com/departamento-en-alquiler-en-microcentro-2-ambientes--8335881",36,2,"argenprop"
"llavallol 4400, piso pb",-34.59255,-58.50698,2,1,45,8000,42000,"$",60,11,"https://www.argenprop.com/departamento-en-alquiler-en-villa-pueyrredon-3-ambientes--10432083",71,3,"argenprop"
"virrey j del pino 2600, piso 4",-34.56766,-58.45514,1,1,40,6000,34000,"$",37,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10334751",37,2,"argenprop"
"bucarelli 2200, piso 5",-34.57683,-58.48729,1,1,45,6000,35000,"$",45,4,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10147723",49,2,"argenprop"
"padilla 700",-34.59955,-58.4435,1,1,30,6900,35000,"$",36,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--10488596",36,2,"argenprop"
"honorio pueyrredon 1500",-34.6037,-58.44943,1,1,35,6500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--10275619",38,2,"argenprop"
"thames 800",-34.59337,-58.43945,1,1,50,2500,111111111,"$",41,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--8501923",41,2,"argenprop"
"av. raúl scalabrini ortiz  al 1200",-34.59328,-58.42862,1,1,10,9600,45000,"$",57,6,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--10691600",63,2,"argenprop"
"trinidad guevara al 300",-34.60336,-58.36437,2,3,11,68000,3000,"USD",168,10,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-3-ambientes--10700817",178,3,"argenprop"
"ramon falcon al 3400",-34.6339,-58.4753,1,1,50,5000,30000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--10500897",35,2,"argenprop"
"ruiz de los llanos 1500",-34.62524,-58.52131,2,,10,,57000,"$",75,20,"https://www.argenprop.com/ph-en-alquiler-en-versalles--5137568",95,3,"argenprop"
"av de los incas 3300",-34.57314,-58.46088,1,1,40,8070,38000,"$",35,2,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-2-ambientes--9674451",37,2,"argenprop"
"av montes de oca 900, piso 7",,,1,1,35,5200,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-barracas-2-ambientes--10073175",38,2,"argenprop"
"constitucion 3700",-34.62825,-58.41794,0,,8,4600,35000,"$",34,3.3,"https://www.argenprop.com/departamento-en-alquiler-en-boedo-1-ambiente--2947314",37.3,1,"argenprop"
"juan j castelli 100, piso 6",-34.60965,-58.40448,1,1,,4540,27500,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-once-2-ambientes--8485699",35,2,"argenprop"
"leon p altolaguirre 2200, piso 5",-34.57798,-58.48994,1,1,40,3650,33000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10334633",40,2,"argenprop"
"zabala al 2400 planta baja",-34.56862,-58.44975,0,1,50,7500,28000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10562697",35,1,"argenprop"
"av san juan 3100, piso 5",-34.6246,-58.40955,3,1,45,10500,58000,"$",70,4,"https://www.argenprop.com/departamento-en-alquiler-en-boedo-4-ambientes--10688793",74,4,"argenprop"
"av san juan 3100, piso 5",-34.6246,-58.40955,3,1,45,10500,58000,"$",70,4,"https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-4-ambientes--10648838",74,4,"argenprop"
"armenia 1700, piso pb",-34.58899,-58.42651,3,1,21,1000,135000,"$",90,30,"https://www.argenprop.com/ph-en-alquiler-en-palermo-soho-4-ambientes--8122805",120,4,"argenprop"
"juan b ambrosetti 800, piso pb",-34.60966,-58.43871,1,1,,7000,41500,"$",40,12,"https://www.argenprop.com/departamento-en-alquiler-en-parque-centenario-2-ambientes--10575267",52,2,"argenprop"
"caracas 4600, piso 2",,,1,1,45,5000,25000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-pueyrredon-2-ambientes--5108224",40,2,"argenprop"
"arenales 2100",-34.59445,-58.39759,1,1,25,8500,49500,"$",40,9,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--10538349",49,2,"argenprop"
"quintana al 440",-34.58895,-58.38959,0,1,1,4600,35000,"$",22,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--10336381",22,1,"argenprop"
"juramento 5300, piso 3",,,1,1,5,,50000,"$",43.5,3.5,"https://www.argenprop.com/departamento-en-alquiler-en-urquiza-r--8409034",47,2,"argenprop"
"j marmol 500, piso pb",-34.62006,-58.42556,2,1,80,,75000,"$",66,14,"https://www.argenprop.com/ph-en-alquiler-en-almagro-3-ambientes--4243198",80,3,"argenprop"
"j marmol 500, piso pb",-34.62006,-58.42556,2,1,80,,75000,"$",66,14,"https://www.argenprop.com/ph-en-alquiler-en-boedo-3-ambientes--10649853",80,3,"argenprop"
"j marmol 500, piso pb",-34.62006,-58.42556,2,1,80,,75000,"$",66,14,"https://www.argenprop.com/ph-en-alquiler-en-caballito-3-ambientes--10649858",80,3,"argenprop"
"pje padre fahy 2700",-34.61606,-58.52087,0,1,8,,38000,"$",36,16,"https://www.argenprop.com/ph-en-alquiler-en-villa-devoto-1-ambiente--2939132",52,1,"argenprop"
"nogoya 5100",-34.61723,-58.51545,,,,,30000,"USD",27,0,"https://www.argenprop.com/ph-en-alquiler-en-villa-devoto--10700551",27,,"argenprop"
"uruguay 700",-34.59984,-58.38695,4,2,50,18500,65000,"$",112,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-5-ambientes--10700544",112,5,"argenprop"
"corrientes av. 2100",,,1,1,40,6500,30000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10181914",35,2,"argenprop"
"san nicolas 4200, piso 1",-34.59629,-58.50976,2,2,20,11000,78000,"$",70,10,"https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-3-ambientes--8989793",80,3,"argenprop"
"campana 2800, piso 1",-34.60419,-58.49525,2,1,45,,60000,"$",55,8,"https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-3-ambientes--10692982",63,3,"argenprop"
"cochabamba 800, piso 3",-34.6236,-58.37753,0,1,7,4600,29000,"$",42,2,"https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-1-ambiente--10700403",44,1,"argenprop"
"f bucarelli 2500, piso 4",-34.57464,-58.48974,2,2,,6800,68000,"$",60,13,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-3-ambientes--10699315",73,3,"argenprop"
"beruti al 3400",-34.58606,-58.41119,0,1,10,9000,35000,"$",30,2,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--10691390",32,1,"argenprop"
"rio de janeiro 700, piso 7",-34.6068,-58.43081,1,1,10,8500,50000,"$",50,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--7034059",50,2,"argenprop"
"jose j araujo 1700, piso 1",-34.65335,-58.48911,2,1,,,35000,"$",70,0,"https://www.argenprop.com/ph-en-alquiler-en-mataderos-3-ambientes--4682041",70,3,"argenprop"
"güemes 3300",-34.58997,-58.41154,2,3,14,20000,155000,"$",76,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10426648",76,3,"argenprop"
"serrano 300, piso 1",-34.59726,-58.44387,1,1,40,7000,36000,"$",42,12,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--10025971",54,2,"argenprop"
"zuviría al 300",-34.62878,-58.43103,0,1,2,5400,30000,"$",31,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--10391327",31,1,"argenprop"
"dr r s naon 2300, piso 11",-34.56765,-58.47242,1,1,30,4400,45000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-coghlan-2-ambientes--10657425",40,2,"argenprop"
